Column,Era,author,filename,title,,url,
534,Medieval,Auctor Incertus Waltharii,waltarius2.txt,Waltharius II,,http://thelatinlibrary.com/waltarius2.html,
535,Medieval,Auctor Incertus Waltharii,waltarius3.txt,Waltharius III,,http://thelatinlibrary.com/waltarius3.html,
187,Classical,Auctores Incerti,inscriptions.txt,INSCRIPTIONES PARIETARIAE,,http://thelatinlibrary.com/inscriptions.html,
747,Classical,Augustinus Hipponensis,catechizandis.txt,de Catechizandis Rudibus,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/catechizandis.shtml,
748,Classical,Augustinus Hipponensis,civ1.txt,De Civitate Dei Liber I,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ1.shtml,
749,Classical,Augustinus Hipponensis,civ10.txt,De Civitate Dei Liber X,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ10.shtml,
750,Classical,Augustinus Hipponensis,civ11.txt,De Civitate Dei Liber XI,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ11.shtml,
751,Classical,Augustinus Hipponensis,civ12.txt,De Civitate Dei Liber XII,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ12.shtml,
752,Classical,Augustinus Hipponensis,civ13.txt,De Civitate Dei Liber XIII,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ13.shtml,
753,Classical,Augustinus Hipponensis,civ14.txt,De Civitate Dei Liber XIV,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ14.shtml,
754,Classical,Augustinus Hipponensis,civ15.txt,De Civitate Dei Liber XV,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ15.shtml,
755,Classical,Augustinus Hipponensis,civ16.txt,De Civitate Dei Liber XVI,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ16.shtml,
756,Classical,Augustinus Hipponensis,civ17.txt,De Civitate Dei Liber XVII,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ17.shtml,
757,Classical,Augustinus Hipponensis,civ18.txt,De Civitate Dei Liber XVIII,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ18.shtml,
758,Classical,Augustinus Hipponensis,civ19.txt,De Civitate Dei Liber XIX,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ19.shtml,
759,Classical,Augustinus Hipponensis,civ2.txt,De Civitate Dei Liber II,"Saint Augustine, Bishop of Hippo",http://thelatinlibrary.com/augustine/civ2.shtml,
